update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
1,2048,594.4868703218406,3,0.0,0.0,0,0,0.0,0.0,0,0,1.9298180937767029,-0.09061381313949823,-0.014579295879229903,0.0019654826464829966,0.03349200722425112,0.0,0.0,0,0
update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
2,4096,-2622.6405495679787,2,0.03099999949336052,0.12006248177022365,0.0,0.4959999918937683,243.125,26.62676050517599,140.0,250.0,1.9256195276975632,-0.06378833437338471,-0.02651011454872787,0.0014463834813795984,0.029033718912054036,0.03099999949336052,0.12006248177022365,0.0,0.4959999918937683
update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
3,6144,1476.5208352599298,4,0.03099999949336052,0.12006248177022365,0.0,0.4959999918937683,243.125,26.62676050517599,140.0,250.0,1.9386048913002014,-0.05034846579656005,-0.008648502873256803,4.3361955704313004e-05,0.005803907962312066,0.03099999949336052,0.12006248177022365,0.0,0.4959999918937683
update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
4,8192,1587.7650940032484,5,0.017274999991059303,0.06690578727110595,0.0,0.27639999985694885,246.9375,11.861011497760215,201.0,250.0,1.9379008561372757,-0.03589739673770964,-0.015941274003125727,0.0005018218816985609,0.011948867974911046,0.017274999991059303,0.06690578727110595,0.0,0.27639999985694885
update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
5,10240,1722.689516241436,6,0.017274999991059303,0.06690578727110595,0.0,0.27639999985694885,246.9375,11.861011497760215,201.0,250.0,1.9420656859874725,-0.029278861125931144,-0.005742215318605304,1.6550703776374576e-05,0.00329743592704491,0.017274999991059303,0.06690578727110595,0.0,0.27639999985694885
update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
6,12288,1477.8875358592613,7,0.011874999850988388,0.04599167665909359,0.0,0.1899999976158142,248.4375,6.051536478449089,225.0,250.0,1.9428328275680542,-0.021361821331083775,-0.009566652122884989,0.0001815390801311878,0.004335189455685908,0.011874999850988388,0.04599167665909359,0.0,0.1899999976158142
update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
7,14336,1705.0889435950694,9,0.1051500029861927,0.2194452560498029,0.0,0.5932000279426575,226.0,50.14852939020246,113.0,250.0,1.9393079429864883,-0.0016141998712555505,-0.01768473826814443,0.0030274223390733823,0.02155783039454944,0.1051500029861927,0.2194452560498029,0.0,0.5932000279426575
update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
8,16384,1785.3918896448977,10,0.1051500029861927,0.2194452560498029,0.0,0.5932000279426575,226.0,50.14852939020246,113.0,250.0,1.9400670677423477,0.004356923120212741,-0.0015516986604779959,0.0002811019876389764,0.008118543290110386,0.1051500029861927,0.2194452560498029,0.0,0.5932000279426575
update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
9,18432,1451.7614516373003,11,0.10645000077784061,0.2047928176401155,0.0,0.5464000105857849,227.375,46.35444288307217,126.0,250.0,1.9346300661563873,0.02202635956928134,-0.008681611274369061,0.001262985693756491,0.020486496540081757,0.10645000077784061,0.2047928176401155,0.0,0.5464000105857849
update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
10,20480,1471.326907519634,13,0.16597500257194042,0.23251957195957382,0.0,0.5680000185966492,214.3125,52.45679025397951,120.0,250.0,1.9294619858264923,0.018427925533615053,-0.011147064273245633,0.0019778840214712545,0.027760728607299674,0.16597500257194042,0.23251957195957382,0.0,0.5680000185966492
11,22528,1735.576289867289,14,0.13070000149309635,0.21141014939921357,0.0,0.5680000185966492,222.375,47.198881077839125,120.0,250.0,1.9357463121414185,0.017295405734330416,-0.003170079340634402,0.0007783037290209904,0.01589486881487033,0.13070000149309635,0.21141014939921357,0.0,0.5680000185966492
12,24576,1630.9059973939482,15,0.09109999891370535,0.1603563204865292,0.0,0.5139999985694885,233.375,34.39999091569648,135.0,250.0,1.9275437593460083,0.035375926876440644,-0.0022754608653485775,0.0013906002859584987,0.032235739817373425,0.09109999891370535,0.1603563204865292,0.0,0.5139999985694885
13,26624,1706.7544261704868,16,0.238774998113513,0.2901015814945699,0.0,0.7731999754905701,197.5625,69.6006184868353,63.0,250.0,1.9228429049253464,0.04822117555886507,-0.022835163865238428,0.004500750859733671,0.04323851454965657,0.238774998113513,0.2901015814945699,0.0,0.7731999754905701
14,28672,1701.4579351432574,18,0.2541250018402934,0.32100728358543734,0.0,0.8812000155448914,191.5625,77.03892583460649,33.0,250.0,1.9024212062358856,0.04221999878063798,-0.020233277464285493,0.006167517538415268,0.05095143466858412,0.2541250018402934,0.32100728358543734,0.0,0.8812000155448914
15,30720,1588.9034488716018,20,0.565675001591444,0.32001019383825774,0.0,0.9531999826431274,115.4375,79.89052568202315,13.0,250.0,1.8568557798862457,0.10153145994991064,-0.06099081505089998,0.009886753745377064,0.08043328517448395,0.565675001591444,0.32001019383825774,0.0,0.9531999826431274
16,32768,1565.0544889074324,21,0.5682000009851023,0.27429538810199444,0.0,0.920799970626831,118.68181818181819,73.75844257601749,22.0,250.0,1.817405253648758,0.1693800613284111,-0.04512423695996404,0.012965570902451873,0.07320687512396956,0.5682000009851023,0.27429538810199444,0.0,0.920799970626831
17,34816,1610.1122929729404,22,0.6573904653390249,0.27093759996870087,0.0,0.9387999773025513,92.52380952380952,69.02492237805886,17.0,250.0,1.7962500751018524,0.21319211833178997,-0.05822864407673478,0.014201574143953621,0.08776373391200605,0.6573904653390249,0.27093759996870087,0.0,0.9387999773025513
18,36864,1399.9056713886273,24,0.6643571385315487,0.24611161656383904,0.0,0.9567999839782715,91.25,63.186585940824045,12.0,250.0,1.739007368683815,0.30993976816534996,-0.04721657745540142,0.015364475431852043,0.08107114180929889,0.6643571385315487,0.24611161656383904,0.0,0.9567999839782715
19,38912,1479.6382131277464,25,0.7617250001057982,0.17169357437282315,0.20440000295639038,0.9459999799728394,66.1875,47.692660271261865,15.0,221.0,1.7021056115627289,0.3847830332815647,-0.07430492341518402,0.014802299090661108,0.09755061159757508,0.7617250001057982,0.17169357437282315,0.20440000295639038,0.9459999799728394
20,40960,1703.3024076828842,26,0.8033500008285046,0.13916150812082118,0.3483999967575073,0.9423999786376953,54.625,38.655974635235886,16.0,181.0,1.635181486606598,0.47408850118517876,-0.07938267895951867,0.013586834422312677,0.13827987821989687,0.8033500008285046,0.13916150812082118,0.3483999967575073,0.9423999786376953
