Wall time,Step,Value
1753486261.5923162,16384,0.13706248998641968
1753486293.098667,32768,0.18723434209823608
1753486322.0866802,49152,0.2297343611717224
1753486345.8658304,65536,0.1890937238931656
1753486372.8526804,81920,0.21276557445526123
1753486399.394916,98304,0.23045307397842407
1753486426.3450866,114688,0.25171875953674316
1753486455.4827838,131072,0.22824998199939728
1753486486.770381,147456,0.2227812260389328
1753486513.5328104,163840,0.2647187411785126
1753486541.6910381,180224,0.2071249783039093
1753486569.429588,196608,0.35992181301116943
1753486596.625588,212992,0.2971561849117279
1753486621.232586,229376,0.325874924659729
1753486648.338944,245760,0.33424994349479675
1753486675.3391683,262144,0.3014530837535858
1753486705.052697,278528,0.36509373784065247
1753486734.1057475,294912,0.34334373474121094
1753486758.5945485,311296,0.37835928797721863
1753486785.1207242,327680,0.3351249396800995
1753486812.1602235,344064,0.359015554189682
1753486840.7187285,360448,0.48857808113098145
1753486867.6631799,376832,0.42842182517051697
1753486894.1720068,393216,0.48607805371284485
1753486922.145337,409600,0.4571249186992645
1753486948.9111862,425984,0.46693745255470276
1753486976.7636542,442368,0.4742186665534973
1753487008.0892813,458752,0.5183905363082886
1753487033.513347,475136,0.4797186255455017
1753487064.9900842,491520,0.608031153678894
1753487096.6120486,507904,0.5879217386245728
1753487124.3454056,524288,0.6411094069480896
1753487152.440886,540672,0.5899999737739563
1753487180.6728904,557056,0.6627030372619629
1753487205.931536,573440,0.6522343158721924
1753487234.043112,589824,0.6477500200271606
1753487261.8654323,606208,0.6955155730247498
1753487289.502044,622592,0.6957186460494995
1753487317.175891,638976,0.708812415599823
1753487342.928368,655360,0.6730781197547913
1753487370.2874832,671744,0.6962031126022339
1753487397.2168999,688128,0.7150624394416809
1753487425.9348934,704512,0.7120780348777771
1753487453.4431155,720896,0.7324531078338623
1753487478.5738068,737280,0.7549999356269836
1753487505.7435496,753664,0.7354061603546143
1753487532.7805018,770048,0.7354843020439148
1753487559.8752134,786432,0.7585155963897705
1753487586.8800855,802816,0.73499995470047
1753487612.0840049,819200,0.7520312070846558
1753487639.0799575,835584,0.7187811732292175
1753487666.2165194,851968,0.762843668460846
1753487693.51486,868352,0.7354217767715454
1753487719.6096904,884736,0.778218686580658
1753487747.7264364,901120,0.7424373626708984
1753487775.9692178,917504,0.7656562328338623
1753487804.4242017,933888,0.773687481880188
1753487832.572128,950272,0.764828085899353
1753487859.7114115,966656,0.7669373750686646
1753487884.7802126,983040,0.794921875
1753487911.9800127,999424,0.774562418460846
