Wall time,Step,Value
1753486261.5921452,16384,55.959999084472656
1753486293.0985496,32768,52.88999938964844
1753486322.086592,49152,50.0099983215332
1753486345.8657577,65536,52.900001525878906
1753486372.8525975,81920,51.43000030517578
1753486399.3948283,98304,50.029998779296875
1753486426.3450186,114688,49.29999923706055
1753486455.4826825,131072,50.400001525878906
1753486486.7702553,147456,50.86000061035156
1753486513.5327153,163840,48.02000045776367
1753486541.690874,180224,51.7599983215332
1753486569.4294937,196608,42.529998779296875
1753486596.6254978,212992,46.13999938964844
1753486621.2324655,229376,44.2400016784668
1753486648.3388572,245760,44.0
1753486675.3390613,262144,46.189998626708984
1753486705.052614,278528,42.02000045776367
1753486734.105661,294912,43.13999938964844
1753486758.5943875,311296,41.290000915527344
1753486785.1206484,327680,44.08000183105469
1753486812.1601307,344064,42.310001373291016
1753486840.7186575,360448,34.59000015258789
1753486867.6630714,376832,38.369998931884766
1753486894.171914,393216,34.90999984741211
1753486922.1452236,409600,36.400001525878906
1753486948.9110763,425984,35.560001373291016
1753486976.7635405,442368,35.540000915527344
1753487008.0891716,458752,32.470001220703125
1753487033.5131996,475136,35.220001220703125
1753487064.9899938,491520,27.020000457763672
1753487096.6119306,507904,28.450000762939453
1753487124.3452797,524288,24.809999465942383
1753487152.4407709,540672,28.15999984741211
1753487180.67275,557056,23.6299991607666
1753487205.9314144,573440,24.09000015258789
1753487234.0430143,589824,24.479999542236328
1753487261.8652892,606208,21.510000228881836
1753487289.5019531,622592,21.139999389648438
1753487317.1757836,638976,20.280000686645508
1753487342.9276965,655360,22.75
1753487370.2873917,671744,21.389999389648438
1753487397.2168276,688128,20.1200008392334
1753487425.9348207,704512,20.190000534057617
1753487453.4429934,720896,18.670000076293945
1753487478.5736766,737280,17.280000686645508
1753487505.7434723,753664,18.459999084472656
1753487532.7804132,770048,18.809999465942383
1753487559.875076,786432,17.030000686645508
1753487586.8798878,802816,18.559999465942383
1753487612.083894,819200,17.420000076293945
1753487639.0798554,835584,19.5
1753487666.2163963,851968,16.579999923706055
1753487693.5147133,868352,18.530000686645508
1753487719.6095684,884736,15.699999809265137
1753487747.7261984,901120,17.959999084472656
1753487775.9690797,917504,16.3799991607666
1753487804.4240901,933888,15.880000114440918
1753487832.57201,950272,16.510000228881836
1753487859.711279,966656,16.360000610351562
1753487884.7801147,983040,14.369999885559082
1753487911.9798963,999424,15.960000038146973
1753487939.1232243,1015808,17.059999465942383
1753487966.2746682,1032192,15.460000038146973
1753487990.997982,1048576,13.859999656677246
1753488018.0446165,1064960,15.510000228881836
1753488045.387313,1081344,15.640000343322754
1753488072.515663,1097728,17.219999313354492
1753488097.092722,1114112,15.420000076293945
1753488124.6248496,1130496,17.329999923706055
1753488151.8518097,1146880,12.829999923706055
1753488178.9737897,1163264,12.930000305175781
1753488206.853612,1179648,14.649999618530273
1753488231.4867811,1196032,17.559999465942383
1753488258.877057,1212416,13.960000038146973
1753488285.9567964,1228800,14.220000267028809
1753488313.1846135,1245184,15.59000015258789
1753488338.3818448,1261568,15.270000457763672
1753488365.623222,1277952,14.0600004196167
1753488392.8502157,1294336,15.319999694824219
1753488420.2744024,1310720,13.84000015258789
1753488447.6051755,1327104,13.880000114440918
1753488472.7401497,1343488,14.15999984741211
1753488499.8469002,1359872,11.699999809265137
1753488527.1888773,1376256,13.420000076293945
1753488554.4944983,1392640,13.869999885559082
1753488581.8699102,1409024,13.630000114440918
1753488607.5513535,1425408,14.039999961853027
1753488636.0662808,1441792,13.850000381469727
1753488664.361908,1458176,15.729999542236328
1753488692.58309,1474560,12.6899995803833
1753488720.9434798,1490944,13.869999885559082
1753488746.2106192,1507328,13.039999961853027
1753488773.3965652,1523712,13.229999542236328
1753488800.6059694,1540096,14.800000190734863
1753488828.6900344,1556480,13.029999732971191
1753488856.9736753,1572864,14.819999694824219
1753488882.76898,1589248,14.800000190734863
1753488910.4948242,1605632,14.359999656677246
1753488938.0857484,1622016,15.489999771118164
1753488965.2313602,1638400,14.670000076293945
1753488992.4600782,1654784,14.199999809265137
1753489017.535761,1671168,14.229999542236328
1753489044.912537,1687552,14.859999656677246
1753489071.9235225,1703936,16.170000076293945
1753489099.3088608,1720320,13.880000114440918
1753489124.814812,1736704,11.979999542236328
1753489152.6511867,1753088,13.289999961853027
1753489178.254616,1769472,16.84000015258789
1753489204.3274581,1785856,15.630000114440918
1753489228.5163164,1802240,15.34000015258789
1753489254.2138355,1818624,14.899999618530273
1753489281.8141675,1835008,12.619999885559082
1753489307.2532723,1851392,14.210000038146973
1753489330.843687,1867776,16.270000457763672
1753489356.3297868,1884160,12.680000305175781
1753489382.2398343,1900544,13.720000267028809
1753489408.130332,1916928,13.699999809265137
1753489431.5781207,1933312,13.050000190734863
1753489457.2224472,1949696,14.359999656677246
1753489482.999636,1966080,15.260000228881836
1753489508.9176602,1982464,16.989999771118164
1753489532.1406715,1998848,14.430000305175781
1753489557.6763065,2015232,13.960000038146973
1753489583.521815,2031616,14.8100004196167
1753489606.712451,2048000,13.75
1753489632.677983,2064384,13.260000228881836
1753489658.2932951,2080768,14.65999984741211
1753489684.404483,2097152,15.460000038146973
1753489707.7765033,2113536,13.329999923706055
1753489733.986916,2129920,16.5
1753489759.6179109,2146304,14.880000114440918
1753489785.2997317,2162688,14.539999961853027
1753489809.0668783,2179072,11.9399995803833
1753489834.7785473,2195456,14.420000076293945
1753489860.5512028,2211840,11.770000457763672
1753489886.2802896,2228224,15.989999771118164
1753489910.2603385,2244608,12.600000381469727
1753489935.8400338,2260992,12.729999542236328
1753489961.4316792,2277376,15.220000267028809
1753489987.0123487,2293760,15.59000015258789
1753490010.9368699,2310144,12.90999984741211
1753490036.6796699,2326528,17.549999237060547
1753490062.6033201,2342912,15.539999961853027
1753490088.4298527,2359296,13.210000038146973
1753490111.9407878,2375680,15.84000015258789
1753490137.5054455,2392064,11.880000114440918
1753490164.1659439,2408448,14.520000457763672
1753490190.4702792,2424832,14.220000267028809
1753490214.740674,2441216,15.859999656677246
1753490241.1193657,2457600,14.630000114440918
1753490267.896738,2473984,16.489999771118164
1753490293.7103229,2490368,16.170000076293945
1753490317.9513247,2506752,13.619999885559082
1753490344.9182403,2523136,17.510000228881836
1753490371.852321,2539520,14.5
1753490398.2192514,2555904,13.369999885559082
1753490422.7181048,2572288,13.600000381469727
1753490448.9716387,2588672,13.829999923706055
1753490474.9983664,2605056,14.0600004196167
1753490501.2400835,2621440,13.869999885559082
1753490524.9426348,2637824,13.479999542236328
1753490551.193934,2654208,14.520000457763672
1753490577.0735443,2670592,16.329999923706055
1753490602.8981812,2686976,12.65999984741211
1753490627.74482,2703360,15.390000343322754
1753490656.2609696,2719744,14.619999885559082
1753490684.7717435,2736128,11.5600004196167
1753490710.640067,2752512,15.859999656677246
1753490734.2041283,2768896,15.949999809265137
1753490760.1532412,2785280,14.34000015258789
1753490786.1594908,2801664,14.359999656677246
1753490811.9213943,2818048,13.140000343322754
1753490835.1499918,2834432,14.710000038146973
1753490860.7717462,2850816,12.699999809265137
1753490886.6940844,2867200,12.430000305175781
1753490912.6210394,2883584,15.470000267028809
1753490935.8475614,2899968,14.079999923706055
1753490961.5305576,2916352,13.8100004196167
1753490987.5571954,2932736,14.3100004196167
1753491013.8525105,2949120,13.470000267028809
1753491037.0769432,2965504,15.619999885559082
1753491064.1164086,2981888,15.40999984741211
1753491088.9628334,2998272,16.1200008392334
1753491114.4973674,3014656,13.850000381469727
1753491138.1715486,3031040,14.479999542236328
1753491164.0260608,3047424,14.680000305175781
1753491190.2127404,3063808,13.369999885559082
1753491216.2216575,3080192,13.520000457763672
1753491239.6105697,3096576,10.819999694824219
1753491265.2015302,3112960,12.329999923706055
1753491290.8854377,3129344,16.219999313354492
1753491314.881743,3145728,14.829999923706055
1753491340.162852,3162112,14.119999885559082
1753491366.2649915,3178496,13.869999885559082
1753491392.029602,3194880,15.329999923706055
1753491415.8696866,3211264,14.430000305175781
1753491441.5785792,3227648,14.270000457763672
1753491467.1414568,3244032,14.949999809265137
1753491492.8977473,3260416,16.65999984741211
1753491516.7915337,3276800,15.380000114440918
1753491542.3256443,3293184,13.619999885559082
1753491567.9683728,3309568,12.369999885559082
1753491593.8400462,3325952,15.970000267028809
1753491617.6346087,3342336,13.550000190734863
1753491643.605017,3358720,13.369999885559082
1753491669.3734987,3375104,15.399999618530273
1753491695.0596547,3391488,13.979999542236328
1753491718.909456,3407872,14.350000381469727
1753491744.549475,3424256,15.449999809265137
1753491769.9420242,3440640,13.920000076293945
1753491793.7869456,3457024,14.8100004196167
1753491819.2773888,3473408,14.880000114440918
1753491844.5556502,3489792,17.649999618530273
1753491870.4860857,3506176,18.5
1753491893.8340087,3522560,12.6899995803833
1753491919.6450946,3538944,14.029999732971191
1753491945.5575633,3555328,12.760000228881836
1753491971.3592174,3571712,12.380000114440918
1753491995.035529,3588096,13.4399995803833
1753492020.7996356,3604480,13.15999984741211
1753492046.7761543,3620864,14.84000015258789
1753492072.5605662,3637248,15.430000305175781
1753492096.3952649,3653632,14.069999694824219
1753492122.114479,3670016,15.729999542236328
1753492147.9900198,3686400,14.640000343322754
1753492173.360451,3702784,13.279999732971191
1753492197.725238,3719168,15.619999885559082
1753492224.490789,3735552,12.350000381469727
1753492250.5796237,3751936,16.34000015258789
1753492276.4850187,3768320,15.930000305175781
1753492300.1280725,3784704,16.719999313354492
1753492325.8559947,3801088,13.15999984741211
1753492351.491556,3817472,12.529999732971191
1753492375.325814,3833856,14.020000457763672
1753492401.2745955,3850240,12.029999732971191
1753492427.0153928,3866624,16.010000228881836
1753492452.8538566,3883008,15.460000038146973
1753492476.5644276,3899392,11.9399995803833
1753492502.2881916,3915776,14.720000267028809
1753492527.8361773,3932160,16.049999237060547
1753492554.1232243,3948544,14.449999809265137
1753492578.067286,3964928,15.899999618530273
